SUMMARY,DATE,AGENT,server_name
[MAN] The PERC1 battery is high.,2023-01-30 22:56:40,dell-idrac,dell-idrac_server_44
Service: Domain Time Client is running,2023-01-30 23:01:27,ms_win,ms_win_server_52
Process : nbsl is running successfully,2023-01-30 23:06:21,Application,Application_server_495
Filesystem:  / is 70 full,2023-01-30 23:11:08,linux_ix86,linux_ix86_server_41
Service: masvc is Stopped,2023-01-30 23:15:47,ms_win,ms_win_server_51
Process : nbsvcmon is running successfully,2023-01-30 23:20:49,Application,Application_server_29
splunkd is running successfully,2023-01-30 23:25:38,Application,Application_server_383
[MAN] Log /var/log/messages blocked for more than 240 seconds.,2023-01-30 23:30:40,linux_ix86,linux_ix86_server_147
*CP01*nodeagent is missing,2023-01-30 23:34:49,websphere,websphere_server_51
Filesystem:  / is 75 full,2023-01-30 23:39:37,linux_ix86,linux_ix86_server_151
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-30 23:44:25,linux_ix86,linux_ix86_server_83
Filesystem:  / is 90 full,2023-01-30 23:49:04,linux_ix86,linux_ix86_server_59
Process : P84xConnectorService is running successfully,2023-01-30 23:53:46,Application,Application_server_249
Process : nbsvcmon is running successfully,2023-01-30 23:59:09,Application,Application_server_249
Current memory usage percentage is 80%,2023-01-31 0:03:58,Application,Application_server_177
Total CPU Utilization = 65%,2023-01-31 0:09:10,Application,Application_server_29
Process : nbrmms is running successfully,2023-01-31 0:14:20,Application,Application_server_147
[MAN] The PERC1 battery is high.,2023-01-31 0:19:22,dell-idrac,dell-idrac_server_47
*CP01*nodeagent is missing,2023-01-31 0:24:08,websphere,websphere_server_3
Process : java is running successfully,2023-01-31 0:28:26,Application,Application_server_366
splunkd is running successfully,2023-01-31 0:33:45,Application,Application_server_49
Service: syslog-ng Agent is Stopped,2023-01-31 0:38:52,ms_win,ms_win_server_45
system: Processor Queue Length is 0,2023-01-31 0:43:57,ms_win,ms_win_server_7
Process : nbsvcmon is running successfully,2023-01-31 0:49:08,Application,Application_server_296
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-31 0:54:13,Application,Application_server_259
Process : nbsvcmon is running successfully,2023-01-31 0:59:07,Application,Application_server_200
Service: masvc is running,2023-01-31 1:03:42,ms_win,ms_win_server_9
CHRONY : process is running successfully,2023-01-31 1:08:34,linux_ix86,linux_ix86_server_108
Process : nbsvcmon is running successfully,2023-01-31 1:13:19,Application,Application_server_491
Process : TaskRoutingService is running successfully,2023-01-31 1:18:08,Application,Application_server_247
Process : P84xConnectorService is running successfully,2023-01-31 1:23:22,Application,Application_server_221
Process : nbsvcmon is running successfully,2023-01-31 1:28:28,Application,Application_server_474
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-31 1:33:35,linux_ix86,linux_ix86_server_108
Process : nbsl is running successfully,2023-01-31 1:38:49,Application,Application_server_294
Current memory usage percentage is 70%,2023-01-31 1:43:35,Application,Application_server_255
Current memory usage percentage is 40%,2023-01-31 1:48:39,Application,Application_server_373
Current memory usage percentage is 70%,2023-01-31 1:53:52,Application,Application_server_208
Current memory usage percentage is 70%,2023-01-31 1:59:15,Application,Application_server_307
CHRONY : process is running successfully,2023-01-31 2:03:59,linux_ix86,linux_ix86_server_154
Process : nbsl is running successfully,2023-01-31 2:09:22,Application,Application_server_420
Process : java is running successfully,2023-01-31 2:13:39,Application,Application_server_366
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-31 2:18:42,Application,Application_server_45
Process : P84xConnectorService is running successfully,2023-01-31 2:23:41,Application,Application_server_486
Current memory usage percentage is 60%,2023-01-31 2:28:20,Application,Application_server_418
Process : nbsl is running successfully,2023-01-31 2:33:14,Application,Application_server_214
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-31 2:38:24,Application,Application_server_415
Service: masvc is running,2023-01-31 2:43:09,ms_win,ms_win_server_91
Process : java is running successfully,2023-01-31 2:47:59,Application,Application_server_107
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-31 2:52:25,dell-idrac,dell-idrac_server_10
splunkd is running successfully,2023-01-31 2:57:42,Application,Application_server_89
Process : java is running successfully,2023-01-31 3:02:56,Application,Application_server_7
Current memory usage percentage is 50%,2023-01-31 3:07:26,Application,Application_server_377
Process : java is running successfully,2023-01-31 3:12:18,Application,Application_server_298
splunkd is running successfully,2023-01-31 3:17:30,Application,Application_server_462
Process : P84xConnectorService is running successfully,2023-01-31 3:22:18,Application,Application_server_483
Service: Domain Time Client is running,2023-01-31 3:26:18,ms_win,ms_win_server_21
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-31 3:31:47,linux_ix86,linux_ix86_server_110
Process : nbsl is running successfully,2023-01-31 3:36:09,Application,Application_server_438
Process : java is running successfully,2023-01-31 3:41:15,Application,Application_server_208
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-31 3:46:22,Application,Application_server_20
[AUTOP]  Service: SQL Server (MSSQLSERVER) is Stopped,2023-01-31 3:51:27,Application,Application_server_272
Process : TaskRoutingService is running successfully,2023-01-31 3:56:30,Application,Application_server_127
[MAN] The PERC1 battery is high.,2023-01-31 4:01:03,dell-idrac,dell-idrac_server_43
Service: syslog-ng Agent is running,2023-01-31 4:06:04,ms_win,ms_win_server_27
Filesystem:  / is 80 full,2023-01-31 4:10:47,linux_ix86,linux_ix86_server_52
Total CPU Utilization = 50%,2023-01-31 4:15:39,Application,Application_server_85
Process : nbsvcmon is running successfully,2023-01-31 4:20:27,Application,Application_server_77
"[MAN] Log /var/log/messages .049795-04:00 serverabc123 hp-ams[1234]: CRITICAL: Internal Storage Enclosure Device Failure (Bay 2, Box 5, Port 3I, Slot 1)",2023-01-31 4:25:17,linux_ix86,linux_ix86_server_56
CHRONY : process is running successfully,2023-01-31 4:29:55,linux_ix86,linux_ix86_server_130
Process : P84xConnectorService is running successfully,2023-01-31 4:34:46,Application,Application_server_105
splunkd is running successfully,2023-01-31 4:39:25,Application,Application_server_282
Process : java is running successfully,2023-01-31 4:44:25,Application,Application_server_378
Process : TaskRoutingService is running successfully,2023-01-31 4:49:08,Application,Application_server_32
Process : TaskRoutingService is not running,2023-01-31 4:53:59,Application,Application_server_415
Process : P84xConnectorService is running successfully,2023-01-31 4:59:00,Application,Application_server_482
Process : java is running successfully,2023-01-31 5:03:42,Application,Application_server_11
[MAN] The PERC1 battery is high.,2023-01-31 5:08:27,dell-idrac,dell-idrac_server_29
Process : nbsvcmon is running successfully,2023-01-31 5:13:45,Application,Application_server_165
splunkd is running successfully,2023-01-31 5:18:38,Application,Application_server_223
Process : java is running successfully,2023-01-31 5:23:18,Application,Application_server_269
Process : nbsl is running successfully,2023-01-31 5:28:36,Application,Application_server_336
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-31 5:33:34,websphere,websphere_server_35
Process : java is running successfully,2023-01-31 5:38:44,Application,Application_server_211
Filesystem:  / is 75 full,2023-01-31 5:43:44,linux_ix86,linux_ix86_server_3
Process : TaskRoutingService is running successfully,2023-01-31 5:48:38,Application,Application_server_210
system: Processor Queue Length is 0,2023-01-31 5:53:14,ms_win,ms_win_server_27
Current memory usage percentage is 70%,2023-01-31 5:58:17,Application,Application_server_77
system: Processor Queue Length is 0,2023-01-31 6:03:33,ms_win,ms_win_server_44
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-31 6:08:06,websphere,websphere_server_30
[MAN] The PERC1 battery is high.,2023-01-31 6:12:55,dell-idrac,dell-idrac_server_34
Filesystem:  / is 70 full,2023-01-31 6:18:14,linux_ix86,linux_ix86_server_86
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13074 (server987qwe) The monitoring program for resource(cvm_vxconfigd) has consistently failed to determine the resource status within the expected time. Agent is restarting (attempt number 1 of 5),2023-01-31 6:23:24,linux_ix86,linux_ix86_server_1
Process : nbsl is running successfully,2023-01-31 6:28:12,Application,Application_server_406
Process : nbsl is running successfully,2023-01-31 6:33:25,Application,Application_server_346
Process : java is running successfully,2023-01-31 6:38:41,Application,Application_server_419
Process : nbsl is running successfully,2023-01-31 6:43:47,Application,Application_server_78
Process : TaskRoutingService is running successfully,2023-01-31 6:48:47,Application,Application_server_208
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-31 6:53:34,Application,Application_server_221
Process : TaskRoutingService is running successfully,2023-01-31 6:58:31,Application,Application_server_446
Service: masvc is running,2023-01-31 7:04:20,ms_win,ms_win_server_74
Process : java is running successfully,2023-01-31 7:09:06,Application,Application_server_78
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-31 7:13:48,linux_ix86,linux_ix86_server_142
Total CPU Utilization = 55%,2023-01-31 7:18:34,Application,Application_server_244
splunkd is running successfully,2023-01-31 7:23:24,Application,Application_server_189
Process : nbsl is running successfully,2023-01-31 7:28:08,Application,Application_server_521
splunkd is running successfully,2023-01-31 7:32:58,Application,Application_server_379
Service: masvc is Stopped,2023-01-31 7:38:09,ms_win,ms_win_server_72
system: Processor Queue Length is 0,2023-01-31 7:43:00,ms_win,ms_win_server_67
Process : java is running successfully,2023-01-31 7:48:12,Application,Application_server_185
Process : nbrmms is running successfully,2023-01-31 7:53:07,Application,Application_server_1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-31 7:58:03,Application,Application_server_441
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-31 8:03:02,linux_ix86,linux_ix86_server_135
Process : nbrmms is running successfully,2023-01-31 8:07:42,Application,Application_server_269
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-31 8:12:56,Application,Application_server_515
Process : java is running successfully,2023-01-31 8:18:10,Application,Application_server_220
[MAN] The PERC1 battery is high.,2023-01-31 8:23:00,dell-idrac,dell-idrac_server_29
system: Processor Queue Length is 0,2023-01-31 8:27:48,ms_win,ms_win_server_88
system: Processor Queue Length is 0,2023-01-31 8:32:58,ms_win,ms_win_server_15
Filesystem:  / is 75 full,2023-01-31 8:37:40,linux_ix86,linux_ix86_server_22
system: Processor Queue Length is 0,2023-01-31 8:42:45,ms_win,ms_win_server_67
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-31 8:47:42,Application,Application_server_92
Process : nbrmms is running successfully,2023-01-31 8:52:25,Application,Application_server_3
*CP01*nodeagent is missing,2023-01-31 8:57:59,websphere,websphere_server_3
CHRONY : process is running successfully,2023-01-31 9:02:41,linux_ix86,linux_ix86_server_159
CHRONY : process is running successfully,2023-01-31 9:07:24,linux_ix86,linux_ix86_server_137
CHRONY : process is running successfully,2023-01-31 9:12:02,linux_ix86,linux_ix86_server_65
Process : TaskRoutingService is running successfully,2023-01-31 9:16:47,Application,Application_server_86
Service: masvc is running,2023-01-31 9:21:48,ms_win,ms_win_server_23
Process : P84xConnectorService is running successfully,2023-01-31 9:27:02,Application,Application_server_38
Process : TaskRoutingService is running successfully,2023-01-31 9:31:55,Application,Application_server_265
Total CPU Utilization = 55%,2023-01-31 9:37:10,Application,Application_server_97
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-31 9:42:17,dell-idrac,dell-idrac_server_41
Total CPU Utilization = 50%,2023-01-31 9:47:58,Application,Application_server_101
Process : nbsvcmon is running successfully,2023-01-31 9:52:46,Application,Application_server_100
Process : TaskRoutingService is running successfully,2023-01-31 9:57:53,Application,Application_server_92
Process : nbrmms is running successfully,2023-01-31 10:02:46,Application,Application_server_66
Process : java is running successfully,2023-01-31 10:08:15,Application,Application_server_276
Process : nbsvcmon is running successfully,2023-01-31 10:13:06,Application,Application_server_31
Current memory usage percentage is 40%,2023-01-31 10:18:11,Application,Application_server_206
